date,coin_name,market_cap
2016-06-14 00:00:00.000,Tether,5951591.0
2016-06-15 00:00:00.000,Tether,5951591.0
2016-06-16 00:00:00.000,Tether,5951585.048409
2016-06-17 00:00:00.000,Tether,5951585.048409
2016-06-18 00:00:00.000,Tether,5951585.048409
2016-06-19 00:00:00.000,Tether,5951585.048409
2016-06-20 00:00:00.000,Tether,5951591.0
2016-06-21 00:00:00.000,Tether,5951591.0
2016-06-22 00:00:00.000,Tether,5951591.0
2016-06-23 00:00:00.000,Tether,5951591.0
2016-06-24 00:00:00.000,Tether,5951591.0
2016-06-25 00:00:00.000,Tether,5951591.0
2016-06-26 00:00:00.000,Tether,5951591.0
2016-06-27 00:00:00.000,Tether,5951257.710904
2016-06-28 00:00:00.000,Tether,5951591.0
2016-06-29 00:00:00.000,Tether,5951591.0
2016-06-30 00:00:00.000,Tether,5951591.0
2016-07-01 00:00:00.000,Tether,5951591.0
2016-07-02 00:00:00.000,Tether,5951591.0
2016-07-03 00:00:00.000,Tether,5951591.0
2016-07-04 00:00:00.000,Tether,5951591.0
2016-07-05 00:00:00.000,Tether,5951591.0
2016-07-06 00:00:00.000,Tether,5951591.0
2016-07-07 00:00:00.000,Tether,5951537.435681
2016-07-08 00:00:00.000,Tether,5951585.048409
2016-07-09 00:00:00.000,Tether,5951585.048409
2016-07-10 00:00:00.000,Tether,5951585.048409
2016-07-11 00:00:00.000,Tether,5951591.0
2016-07-12 00:00:00.000,Tether,6951591.0
2016-07-13 00:00:00.000,Tether,6951591.0
2016-07-14 00:00:00.000,Tether,6951591.0
2016-07-15 00:00:00.000,Tether,6951591.0
2016-07-16 00:00:00.000,Tether,6951591.0
2016-07-17 00:00:00.000,Tether,6951591.0
2016-07-18 00:00:00.000,Tether,6951591.0
2016-07-19 00:00:00.000,Tether,6951591.0
2016-07-20 00:00:00.000,Tether,6951591.0
2016-07-21 00:00:00.000,Tether,6951591.0
2016-07-22 00:00:00.000,Tether,6951591.0
2016-07-23 00:00:00.000,Tether,6951591.0
2016-07-24 00:00:00.000,Tether,6951591.0
2016-07-25 00:00:00.000,Tether,6951584.048409
2016-07-26 00:00:00.000,Tether,6951591.0
2016-07-27 00:00:00.000,Tether,6951591.0
2016-07-28 00:00:00.000,Tether,6951591.0
2016-07-29 00:00:00.000,Tether,6951591.0
2016-07-30 00:00:00.000,Tether,6951591.0
2016-07-31 00:00:00.000,Tether,6951396.355452
2016-08-01 00:00:00.000,Tether,6951584.048409
2016-08-02 00:00:00.000,Tether,6951556.242045
2016-08-03 00:00:00.000,Tether,6951563.193636
2016-08-04 00:00:00.000,Tether,6951563.193636
2016-08-05 00:00:00.000,Tether,6950485.697031
2016-08-06 00:00:00.000,Tether,6948511.445187
2016-08-07 00:00:00.000,Tether,6948511.445187
2016-08-08 00:00:00.000,Tether,6948511.445187
2016-08-09 00:00:00.000,Tether,6948511.445187
2016-08-10 00:00:00.000,Tether,6771593.454236999
2016-08-11 00:00:00.000,Tether,6690162.517263001
2016-08-12 00:00:00.000,Tether,6687833.734278
2016-08-13 00:00:00.000,Tether,6951584.048409
2016-08-14 00:00:00.000,Tether,6951584.048409
2016-08-15 00:00:00.000,Tether,6951584.048409
2016-08-16 00:00:00.000,Tether,6951591.0
2016-08-17 00:00:00.000,Tether,6951591.0
2016-08-18 00:00:00.000,Tether,6951591.0
2016-08-19 00:00:00.000,Tether,6951591.0
2016-08-20 00:00:00.000,Tether,6951591.0
2016-08-21 00:00:00.000,Tether,6951591.0
2016-08-22 00:00:00.000,Tether,6951591.0
2016-08-23 00:00:00.000,Tether,6951591.0
2016-08-24 00:00:00.000,Tether,6951591.0
2016-08-25 00:00:00.000,Tether,6951591.0
2016-08-26 00:00:00.000,Tether,6951591.0
2016-08-27 00:00:00.000,Tether,6951591.0
2016-08-28 00:00:00.000,Tether,6951591.0
2016-08-29 00:00:00.000,Tether,6951591.0
2016-08-30 00:00:00.000,Tether,6951591.0
2016-08-31 00:00:00.000,Tether,6951591.0
2016-09-01 00:00:00.000,Tether,6951591.0
2016-09-02 00:00:00.000,Tether,6951591.0
2016-09-03 00:00:00.000,Tether,6951591.0
